image_id,year,month,day,note
000158,2028,07,20,
000159,2027,01,08,
000160,2026,10,27,병뚜껑라벨인데 잘 잡아냄
000161,2027,05,10,
000162,2027,06,12,
000163,2026,11,20,2026.11.20(왜 못잡아낸거지? 다 틀림 그냥)
000164,2026,04,27,
000165,2027,01,13,
000166,2027,08,18,
000167,2026,08,07,
000168,2026,02,16,
000169,2026,03,18,
000170,2026,09,07,
000171,2026,05,27,
000172,2026,06,10,
000173,2026,09,17,
000174,2026,09,05,
000175,2026,06,28,2026.06.28(부터랑 까지 헷갈린듯?)
000176,2026,09,22,
000177,2026,08,18,2026.08.18(부터랑 까지 얘도 헷갈린듯)
000178,2026,06,26,2026.06.26(부터랑 까지 왤케 헷갈림;;)
000179,2026,06,29,얘는 부터랑 까지인데 답이 맞음.
000180,2026,06,25,2026.06.25(월까진 맞음. 텍스트겹침 문제발생)
000181,2026,09,08,
000182,2026,10,01,2026.10.01(맞는지 확인 필요)
000183,2027,07,28,
000184,2027,11,19,
000185,2028,03,15,
000186,2028,04,14,
000187,2028,02,05,
000188,2027,09,30,
000189,2026,08,25,
000190,2026,11,22,"2026.11.22(병뚜껑 옆면 라벨, 완전히 잘못 파악한 듯.)"
000191,2026,06,15,2026.06.15(문제 확인)
000192,2026,06,24,
000193,2026,03,06,
000194,2027,04,23,
000195,2027,07,01,
000196,2027,02,27,
000197,2026,07,30,
000198,2026,05,08,2026.05.08(도트 문자열 문제)
000199,2027,09,07,
000200,2027,07,14,2027.07.14(완전 잘못 파악)
000201,2027,03,30,
000202,2027,02,06,
000203,2026,07,01,
000204,2026,06,18,
000205,2027,05,18,
000206,2026,05,08,
000207,2026,09,24,
000208,2026,04,13,거꾸로 써져있을때 어떤건 월이 처음이고 어떤건 월이 중간에 있음. 이 문제 확인 바람.
000209,2027,06,11,2027.06.11(도트문자열)
000210,2027,05,20,2027.05.20(완전 잘못 파악)
000211,2026,02,12,
000212,2026,12,16,2026.12.16(연도 잘못 파악)
000213,2026,03,20,
000214,2026,08,13,
000215,2026,10,14,2026.10.14(텍스트 흐림 문제 발생)
000216,2026,03,16,2026.03.16(1과 6이 너무 떨어져있었음. 띄어쓰기 문제 발생)
000217,2027,03,08,
000218,2026,05,03,
000219,2026,09,07,
000220,2026,02,23,
000221,2026,07,15,
000222,2026,03,25,
000223,2026,08,13,
000224,2026,06,15,
000225,2026,04,06,
000226,2027,03,15,2027.03.15(거꾸로 계산한 것 같음. 2015.03.27로. 왜냐면 27이 2027이 아니라 27로 돼있음. 확인 필요)
000227,2028,09,17,
000228,2025,10,20,
000229,2025,10,28,
000230,2026,03,28,
000231,2028,05,27,꽤나 흐릿한데 잘 잡아냄. 텍스트 색깔 = 배경 색깔
000232,2027,11,26,2027.11.26(텍스트 색깔 = 배경 색깔)
000233,2028,01,13,
000234,2026,10,27,2026.10.27(날짜 거꾸로 읽은듯) 261027로 돼있었음
000235,2026,03,08,
000236,2026,04,08,
000237,2026,06,05,
000238,2026,09,10,
000239,2026,07,10,
000240,2027,05,20,
000241,2027,08,10,
000242,2026,05,21,
000243,2026,08,17,
000244,2026,06,21,2026.06.21(도트문자열)
000245,2026,02,24,2026.02.24(도트문자열 + 부터/까지)
000246,2026,02,04,
000247,2026,05,20,
000248,2026,04,21,
000249,2026,02,16,
000250,2026,03,04,
000251,2026,02,24,
000252,2026,07,09,
000253,2026,06,20,
000254,2026,08,12,
000255,2026,08,20,2026.08.20(도트문자열)
000256,2027,01,02,
000257,2025,12,10,
000258,2026,05,30,
000259,2025,11,09,
000260,2027,04,01,
000261,2026,03,07,
000262,2027,01,10,화질 자체가 흐린건 잘 잡아냄
000263,2028,01,22,2028.01.22(도트문자열 + 캔 재질)
000264,2026,06,06,
000265,2026,11,26,
000266,2025,12,04,
000267,2026,06,02,
000268,2026,07,14,
000269,2026,05,15,
000270,2026,09,03,
000271,2026,03,24,
000272,2026,05,10,
000273,2026,03,13,
000274,2026,03,02,
000275,2026,04,23,
000276,2026,03,25,
000277,2026,07,15,
000278,2026,06,22,
000279,2026,06,02,
000280,2026,03,23,
000281,2026,07,15,
000282,2026,09,10,
000283,2027,09,17,
000284,2026,08,20,
000285,2027,07,02,
000286,2027,03,11,
000287,2027,02,18,2027.02.18(뭘 잘못 읽은건지 모르겟음)
000288,2028,07,25,2028.07.25(도트문자열 + 캔 재질)
000289,2030,07,23,2030.07.23(도트문자열 + 캔 재질)
000290,2027,03,02,
000291,2027,07,21,
000292,2026,02,13,
000293,2025,10,24,
000294,2026,09,08,
000295,2025,11,08,
000296,2026,07,28,
000297,2026,04,08,
000298,2026,09,11,
000299,2026,05,13,
000300,2026,05,21,
000301,2027,04,09,
000302,2026,03,15,
000303,2026,07,31,"2026.07.31(연도 실수, 도트문자열)"
000304,2026,06,01,
000305,2026,02,24,2026.02.24(도트문자열 + 비닐 구겨짐)
000306,2026,09,16,
000307,2025,11,14,
000308,2025,12,04,
000309,2027,04,01,
000310,2026,09,28,
000311,2026,08,09,
000312,2026,08,26,
000313,2026,03,17,2026.03.17(도트문자열)
000314,2026,09,01,
000315,2026,07,19,
000316,2027,03,01,
000317,2025,11,15,
000318,2025,11,09,
000319,2026,02,14,
000320,2025,11,12,
000321,2025,10,29,
000322,2025,10,29,
000323,2025,12,21,
000324,2027,05,15,
000325,2025,11,03,
000326,2025,10,18,
000327,2025,10,21,
000328,2025,12,25,
000329,2025,12,25,
000330,2025,11,02,
000331,2025,10,31,
000332,2025,10,22,
000333,2025,11,07,
000334,2026,03,15,
000335,2025,11,28,
000336,2025,11,20,
000337,2025,12,09,
000338,2026,05,28,
000339,2026,08,18,
000340,2026,08,11,
000341,2026,04,29,
000342,2026,06,22,
000343,2025,12,30,
000344,2026,08,04,
000345,2026,04,09,
000346,2026,05,15,
000347,2027,05,26,
000348,2026,04,02,
000349,2025,12,07,
000350,2027,05,15,
000351,2026,05,03,
000352,2026,08,27,
000353,2026,03,08,
000354,2027,07,06,
000355,2028,06,17,"2028.06.17(도트문자열 + 캔 재질), 통조림 인식 많이 부족"
000356,2027,09,16,2027.09.16(완전 잘못 파악)
000357,2027,08,11,
000358,2027,09,16,2027.09.16
000359,2026,06,16,
000360,2026,02,18,"2026.02.18(빛 때문에 일자가 약간 가려짐, 추론 필요)"
000361,2026,12,19,"2026.12.19(빛 때문에 일자가 약간 가려짐, 추론 필요)"
000362,2026,08,11,
000363,2026,04,21,
000364,2026,06,04,
000365,2026,03,11,
000366,2026,09,05,
000367,2026,05,18,
000368,2026,09,22,2026.09.22(도트문자열)
000369,2027,06,25,
000370,2026,09,02,"2026.09.02(도트문자열, 빛으로 약간 가려짐)"
000371,2026,02,15,
000372,2026,09,15,
000373,2026,09,18,2026.09.18(도트문자열)
000374,2026,08,28,2026.08.28(도트문자열)
000375,2026,05,31,
000376,2025,10,07,
000377,2026,07,01,
000378,2026,05,29,2026.05.29(부터/까지도 없고 달랑 숫자만)
000379,2026,09,05,"2026.09.05(추론 필요), 근데 연도는 웬만하면 26,27,28 등이 고정돼있는듯"
000380,2026,09,02,
000381,2027,01,20,
000382,2026,08,18,
000383,2026,04,03,
000384,2026,07,08,
000385,2026,09,14,2026.09.14(부터/까지 잘 못 읽음)
000386,2026,06,10,
000387,2027,01,21,
000388,2026,01,15,
000389,2026,02,27,
000390,2026,05,19,
000391,2026,12,10,
000392,2026,08,28,
000393,2027,08,02,
000394,2020,04,14,
000395,2026,03,15,2026.03.15(도트문자열)
000396,2026,02,27,
000397,2026,02,19,
000398,2027,07,30,
000399,2027,01,31,
000400,2026,01,11,
000401,2027,04,12,스팸캔은 괜찮은듯? 통조림 위쪽 유통기한만 문제인가.
000402,2028,04,19,
000403,2027,04,01,도트문자열인데 잘 읽음
000404,2026,06,10,
000405,2027,10,15,
000406,2026,08,27,2026.08.27(텍스트색깔 = 배경색깔)
000407,2025,12,01,
000408,2025,10,09,
000409,2027,03,26,
000410,2027,04,13,
000411,2026,09,09,
000412,2026,01,19,
000413,2027,04,23,
000414,2026,04,07,
000415,2026,05,27,2026.05.27(텍스트 겹침)
000416,2026,04,07,2026.04.07(도트문자열)
000417,2026,03,15,
000418,2026,09,08,
000419,2026,08,05,
000420,2025,12,04,
000421,2026,07,17,
000422,2026,06,09,
000423,2026,06,04,
000424,2026,03,28,
000425,2025,11,05,
000426,2026,12,26,
000427,2027,04,01,
000428,2026,04,23,
000429,2026,01,04,2026.01.04(도트문자열)
000430,2028,02,01,
000431,2026,03,17,
000432,2027,04,28,
000433,2026,08,05,2026.08.05(빛 번짐)
000434,2026,10,28,
000435,2026,07,14,
000436,2026,02,12,
000437,2025,11,19,2025.11.19(텍스트 조금 겹침)
000438,2026,02,19,2026.02.19(도트문자열 + 통조림)
000439,2026,03,18,
000440,2026,08,13,2026.08.13(빛 번짐)
000441,2025,12,15,"2025.12.15(도트문자열 + 숫자 많음?, 부터/까지 없음)"
000442,2025,11,30,
000443,2026,04,06,
000444,2026,07,01,
000445,2026,07,17,
000446,2026,04,11,2026.04.11(빛 번짐)
000447,2025,11,22,
000448,2026,08,20,
000449,2026,01,28,
000450,2026,03,11,
000451,2026,02,27,
000452,2026,03,25,2026.03.25
000453,2026,01,26,
000454,2025,07,15,
000455,2026,02,10,
000456,2025,12,26,
000457,2026,06,18,
000458,2026,07,01,
000459,2026,01,19,2026.01.19(빛 번짐)
000460,2025,12,03,
000461,2026,11,28,
000462,2027,05,27,
000463,2027,02,14,2027.02.14(도트문자열)
000464,2026,03,19,
000465,2027,07,30,
000466,2027,06,07,
000467,2025,12,26,
000468,2026,04,06,"2026.04.06(빛 번짐, 텍스트 작음)"
000469,2026,07,21,
000470,2026,08,06,
000471,2027,01,08,
000472,2026,01,17,
000473,2026,05,21,2026.05.21(빛 번짐)
000474,2026,06,26,
000475,2026,07,30,2026.07.30(숫자 텍스트 많음)
000476,2026,07,06,
000477,2026,07,21,
000478,2026,06,11,
000479,2026,05,22,
000480,2026,06,04,2026.06.04(DAY가 약간 흐림)
000481,2026,03,09,
000482,2026,11,14,2026.11.14(도트문자열+텍스트가 너무 많음)
000483,2027,04,15,
000484,2027,11,14,
000485,2027,09,17,
000486,2027,07,15,"2027.07.15(빛번짐, 텍스트 잘 안 보임)"
000487,2027,12,11,
000488,2026,02,27,
000489,2026,05,08,
000490,2025,11,27,
000491,2026,09,19,
000492,2026,03,12,
000493,2026,06,17,
000494,2025,12,12,2025.12.12(텍스트 겹침)
000495,2026,02,19,
000496,2027,03,05,
000497,2026,08,31,
000498,2026,03,07,
000499,2026,05,13,
000500,2026,12,17,
000501,2026,02,24,
000502,2026,06,20,
000503,2026,02,18,
000504,2026,02,28,
000505,2026,03,02,
000506,2026,06,18,2026.06.18(부터/까지 오류)
000507,2026,05,19,2026.05.19(부터/까지 오류)
000508,2026,08,25,
000509,2026,09,01,
000510,2026,09,03,
000511,2026,03,24,
000512,2026,02,17,
000513,2026,09,03,
000514,2026,07,13,
000515,2026,01,NONE,2026.01(날이 없나?)
000516,2026,07,16,
000517,2026,09,25,
000518,2026,09,14,
000519,2026,08,10,2026.08.10(부터/까지 오류)
000520,2026,09,15,
000521,2026,03,10,
000522,2026,02,21,2026.02.21(부터/까지 오류)
000523,2026,03,23,2026.03.23(부터/까지 오류)
000524,2026,06,18,
000525,2027,09,08,
000526,2026,07,04,
000527,2025,10,12,
000528,2026,03,11,
000529,2026,01,12,
000530,2026,06,24,2026.06.24(텍스트 흐림)
000531,2026,02,28,
000532,2026,02,28,
000533,2026,03,26,
000534,2027,01,29,2027.01.29(도트문자열)
000535,2026,02,04,
000536,2026,01,01,
000537,2026,05,08,2026.05.08(도트문자열)
000538,2026,02,06,
000539,2027,08,11,2027.08.11(도트문자열)
000540,2026,03,24,2026.03.24(도트문자열)
000541,2026,03,22,
000542,2027,07,22,
000543,2026,06,23,2026.06.23(도트문자열)
000544,2029,06,25,2029.06.25(도트문자열+통조림)
000545,2027,07,09,
000546,2026,08,10,
000547,2026,05,28,
000548,2026,05,26,
000549,2027,01,16,2027.01.16(도트문자열)
000550,2026,05,29,
000551,2026,12,19,
000552,2026,09,07,
000553,2028,10,24,2028.10.24(도트문자열)
000554,2027,09,17,
000555,2027,04,16,
000556,2026,08,07,
000557,2026,08,12,
000558,2025,05,16,
000559,2027,04,21,
000560,2027,07,13,
000561,2028,08,07,
000562,2025,12,30,
000563,2026,01,10,
000564,2026,06,25,
000565,2025,12,05,
000566,2026,09,17,
000567,2025,10,29,
000568,2026,02,23,
000569,2025,11,02,
000570,2026,05,20,
000571,NONE,10,18,
000572,NONE,10,15,10월15일
000573,NONE,10,22,10월22일
000574,2026,02,24,
000575,NONE,10,14,
000576,2026,05,21,
000577,2026,04,20,
000578,2026,03,04,
000579,2026,07,10,
000580,2026,02,28,2026.02.28(도트문자열)
000581,2026,02,25,
000582,2025,11,21,2025.11.21(빛번짐 + 비닐구겨짐)
000583,2025,11,23,2025.11.23(글자 겹침)
000584,2026,07,15,
000585,2026,05,16,
000586,2026,03,14,2026.03.14(도트문자열)
000587,2026,02,07,
000588,2025,11,28,
000589,2026,04,02,
000590,2025,12,05,
000591,2026,07,27,
000592,2025,03,25,"2025.03.25(거꾸로봄, 부터/까지 문제)"
000593,2026,07,22,2026.07.22(도트문자열)
000594,2026,08,25,
000595,2026,05,01,
000596,2026,08,13,
000597,2026,09,02,
000598,2026,03,09,
000599,2026,09,04,
000600,2026,08,31,
000601,2026,01,27,2026.01.27(부터/까지 문제)
000602,2026,09,22,
000603,2026,09,24,
000604,2026,09,15,
000605,2028,07,01,
000606,2026,10,01,
000607,2028,06,23,
000608,2026,08,13,2026.08.13(도트문자열)
000609,2027,06,11,
000610,2026,06,04,
000611,2026,07,20,
000612,2026,05,07,
000613,2026,05,28,
000614,2026,03,07,
000615,2026,03,24,
000616,2026,09,10,
000617,2026,07,11,
000618,2026,08,26,
000619,2026,09,15,
000620,2026,07,06,
000621,2026,08,25,
000622,2027,01,22,2027.01.22(도트문자열)
000623,2027,03,10,
000624,2027,06,15,
000625,2027,04,01,
000626,2026,07,01,
000627,2026,10,06,2026.10.06(도트문자열)
000628,2025,02,03,
000629,2025,09,22,
000630,2026,03,31,
000631,2025,11,15,
000632,2025,12,28,
000633,2025,12,24,
000634,2026,02,05,
000635,2026,02,21,
000636,2026,03,09,
000637,2026,06,17,
000638,2026,06,16,
000639,2026,02,02,
000640,2026,02,08,
000641,2026,09,02,
000642,2026,09,01,2026.09.01(도트문자열+비닐 구겨짐)
000643,2026,01,21,
000644,2027,03,11,
000645,2025,05,13,
000646,2027,01,15,
000647,2026,08,19,
000648,2026,08,25,2026.08.25(글자 겹침)
000649,2027,04,07,2027.04.07(글자 겹침)
000650,2026,08,05,
000651,2026,06,25,
000652,2027,03,31,
000653,2027,01,19,
000654,2028,07,02,
000655,2026,08,27,
000656,2026,09,04,
000657,2026,07,27,
000658,2026,01,16,
000659,2026,08,24,
000660,2026,02,28,
000661,2026,04,17,
000662,2026,03,11,
000663,2026,02,10,2026.02.10(부터/까지 문제)
000664,2026,02,20,
000665,2026,03,25,
000666,2026,09,01,2026.09.01(도트문자열+화질저하)
000667,2026,06,22,2026.06.22(부터/까지 문제)
000668,2026,04,30,
000669,2026,09,02,
000670,2026,06,24,2026.06.24(도트 문자열)
000671,2026,03,31,2026.03.31(부터/까지 문제)
000672,2026,02,08,
000673,2026,06,02,2026.06.02(도트문자열)
000674,2026,06,02,
000675,2028,06,03,
000676,2026,06,10,
000677,2027,08,17,
000678,2026,07,24,
000679,2027,09,17,
000680,2025,10,15,
000681,2026,01,09,
000682,2026,01,25,
000683,2026,03,11,
000684,2026,03,23,
000685,2026,05,28,
000686,2025,10,03,
000687,2025,10,17,
000688,2025,11,10,
000689,2025,10,27,
000690,2025,10,11,
000691,2026,09,22,
000692,2026,08,21,
000693,2026,09,01,
000694,2026,09,01,2026.09.01(도트문자열)
000695,2027,09,09,
000696,2025,10,28,
000697,2025,10,07,
000698,NONE,10,12,10월12일
000699,2025,10,27,2025.10.27(화질저하)
000700,2025,10,24,
000701,2025,10,05,
000702,2025,10,09,
000703,2026,01,25,
000704,2026,07,29,
000705,2026,06,29,
000706,2026,03,11,
000707,2026,08,19,
000708,2025,09,18,
000709,2025,10,14,
000710,2025,10,14,
000711,2025,10,09,
000712,2025,11,20,
000713,2025,10,23,
000714,2026,03,12,
000715,2026,06,26,
000716,2025,11,07,
000717,2025,10,12,2025.10.12(도트문자열)
000718,2026,01,17,
000719,2026,04,04,
000720,2026,02,28,
000721,2026,12,17,
000722,2026,08,04,2026.08.04(도트문자열 + 병뚜껑)
000723,2026,05,10,2026.05.10(병뚜껑 + 빛 번짐)
000724,2026,05,20,
000725,2026,04,16,
000726,2026,09,16,
000727,2026,06,22,2026.06.22(도트문자열)
000728,2026,06,24,
000729,2026,01,07,
000730,2026,02,26,2026.02.26(도트문자열)
000731,2026,03,08,
000732,2026,03,16,2026.03.16(도트문자열)
000733,2026,03,24,
000734,2025,10,28,
000735,2027,01,12,
000736,2026,12,17,2026.12.17(글자 약간 벗겨짐)
000737,2026,03,04,
000738,2026,02,12,
000739,2024,08,07,
000740,2026,07,23,
000741,2025,12,03,
000742,2026,05,01,
000743,2026,11,16,
000744,2027,08,18,
000745,2026,01,10,
000746,2026,06,23,
000747,2026,06,22,
000748,2027,01,22,
000749,2026,01,21,2026.01.21(도트문자열)
000750,2026,01,06,
000751,2025,05,08,
000752,2026,07,09,"2026.07.09(도트문자열, 숫자 착각한듯)"
000753,2026,03,18,2026.03.18(도트문자열)
000754,2026,05,24,
000755,2026,04,30,
000756,2027,02,24,
000757,NONE,10,22,
000758,2026,03,11,
000759,2026,05,14,
000760,NONE,11,20,11월20일(도트문자열)
000761,NONE,11,11,11월11일(도트문자열)
000762,2026,08,02,
000763,NONE,11,12,11월12일(도트문자열)
000764,2026,03,12,2026.03.12(도트문자열)
000765,2025,11,21,"2025.11.21(도트문자열, 글자 겹침)"
000766,2026,09,24,
000767,2026,03,12,2026.03.12(도트문자열)
000768,2026,06,26,
000769,2026,12,10,
000770,2030,04,NONE,2030년 4월
000771,2026,11,19,2026.11.19(도트문자열)
000772,NONE,12,20,
000773,NONE,12,10,
000774,2026,02,08,
000775,2025,12,17,"2025.12.17(도트문자열, 날짜 거꾸로 읽음)"
000776,2026,01,09,
000777,2026,03,NONE,2026년 3월(빛 번짐)
000778,2026,06,22,2026.06.22(도트문자열)
000779,2026,06,03,
000780,2026,04,27,
000781,2026,10,02,
000782,NONE,12,19,
000783,2025,12,21,
000784,2027,05,22,"2027.05.22(도트문자열, 빛 번짐 약간)"
000785,2026,10,15,
000786,NONE,12,17,"12월 17일(도트문자열, 우유)"
000787,2026,04,09,
000788,NONE,12,21,"12월 21일(도트문자열, 우유)"
000789,NONE,12,19,"12월 19일(도트문자열, 우유)"
000790,2027,07,NONE,2027년 7월(도트문자열)
000791,2026,06,30,2026.06.30(도트문자열)
000792,2026,04,05,
000793,2026,05,06,
000794,2026,10,27,
000795,2026,07,14,2026.07.14(알아보기 어렵긴 함)
000796,2026,07,14,2026.07.14(알아보기 어렵긴 함)
000797,2026,08,25,
000798,NONE,12,20,"12월 20일(도트문자열, 우유)"
000799,NONE,12,20,"12월 20일(도트문자열, 우유)"
000800,2026,08,12,
000801,2026,03,25,
000802,2026,07,03,
000803,2026,09,13,
000804,2027,09,01,"2027.09.01(도트문자열, 숫자 구분이 아예 없음)"
000805,2027,07,NONE,2027년 7월(도트문자열)
000806,2026,10,02,"2026.10.02(도트문자열, 순서도 거꾸로 읽고, 시작도 이상함)"
000807,2026,05,29,
000808,2026,06,12,
000809,2026,08,30,
000810,2026,03,31,
000811,2026,03,31,
000812,2026,05,29,
000813,2026,08,24,2026.08.24(도트문자열)
000814,2026,06,22,2026.06.22(도트문자열)
000815,2026,06,22,2026.06.22(도트문자열)
000816,2026,10,09,2026.10.09(도트문자열)
000817,NONE,NONE,NONE,나도 잘 모르겠다. MAY 12 2026이라 적힌건가?
000818,NONE,NONE,NONE,나도 잘 모르겠다. MAY 12 2027이라 적힌건가?
000819,2026,05,18,
000820,2026,05,18,"2026.05.18(819번이랑 같은 사진인데, 조금 확대됐다고 이렇게 결과가 다른가? 확인 무조건 필요)"
000821,2026,02,02,
000822,2026,02,02,"2026.02.02(index 821이랑 같은 사진, 이렇게 같은 사진인데 결과가 다르면 안 됨. 확인 필요.)"
000823,2027,02,23,
000824,NONE,12,18,"12월18일(도트문자열, 우유)"
000825,2026,06,22,
000826,2026,06,22,"2026.06.22(도트문자열, 우유) index 825에서는 같은 사진인데 잘 읽음"
000827,2026,08,09,2026.08.09(도트문자열)
000828,NONE,12,21,"12월 21일(도트문자열, 우유)"
000829,2026,03,20,
000830,2025,12,20,
000831,2026,07,16,2026.07.16(도트문자열)
000832,2026,07,16,2026.07.16(도트문자열)
000833,2026,04,27,
000834,2026,02,02,
000835,2026,02,02,
000836,2026,05,18,2026.05.18(도트문자열)
000837,NONE,NONE,NONE,FEB 21 25이라 적힘
000838,NONE,NONE,NONE,FEB 21 26이라 적힘
000839,2026,01,03,
000840,2026,01,01,
000841,2025,12,22,
000842,2026,07,03,
000843,2026,06,17,
000844,2026,07,03,
000845,2026,06,17,
000846,2026,05,28,
000847,2026,05,28,
000848,2026,05,21,
000849,2026,05,21,
000850,2026,08,09,
000851,2026,06,30,
000852,2026,08,14,2026.08.14(도트문자열)
000853,2026,09,24,2026.09.24(도트문자열)
000854,2026,09,04,
000855,2026,08,25,
000856,2026,06,03,2026.06.03(도트문자열)
000857,2025,01,28,
000858,2021,10,28,
000859,2021,10,28,2021-10-28(858과 같은 사진)
000860,2022,07,23,2022.07.23(도트문자열)
000861,2022,07,23,2022.07.23(도트문자열)(860과 같은 사진)
000862,2021,10,22,2021.10.22(도트문자열)
000863,2021,10,22,"2021.10.22(도트문자열)(같은 사진 약간 돌리고, 화질 저하)"
000864,2023,03,04,
000865,2021,09,25,2021.09.25(도트문자열)
000866,2021,09,25,2021.09.25(도트문자열)
000867,2021,10,23,2021.10.23(도트문자열)
000868,2021,10,23,2021.10.23(도트문자열)(위와 같은 사진)
000869,2021,09,15,
000870,2021,10,15,
000871,2021,10,15,
000872,2021,02,26,FEB/26/21(2021.02.26으로보임)
000873,2021,02,26,FEB/26/21(2021.02.26으로보임)
000874,2021,03,22,"MAR 22 21 ExpDate 라벨 대조로 정정 (BEST BEFORE MAR 22 21, 09-12)"
000875,NONE,04,05,MAR 22 21
000876,2021,07,01,
000877,2023,04,03,2023.04.03(왜 못읽음? 색깔이랑 약간 겹쳐서 그런가)
000878,2023,04,03,2023.04.03(왜 못읽음? 색깔이랑 약간 겹쳐서 그런가)
000879,2021,05,11,
000880,2021,05,11,
000881,2021,06,08,
000882,2021,06,08,
000883,2021,07,03,2021.07.03(부터/까지 문제)
000884,2021,07,03,2021.07.03(부터/까지 문제)
000885,2021,07,09,2021.07.09(도트문자열)
000886,2021,07,09,2021.07.09(도트문자열)
000887,2021,12,04,2021.12.04(도트문자열)
000888,2021,12,04,2021.12.04(도트문자열)
000889,2021,05,27,여긴 또 MAY를 5월로 잘 캐치함
