file,label,source
002281_1.png,07.2022,blank_date
002282_0.png,07.2022,blank_date
002284_0.png,21.01.07,blank_date
002284_1.png,22.01/06,blank_date
002312_0.png,제 조12020:08.17,blank_date
002322_0.png,04.15까지,blank_date
002323_1.png,04.15까지,blank_date
002331_0.png,2021.12.16,blank_date
002345_0.png,02.12까지 120520,reviewed
002346_0.png,02.12까지(도트문자열),reviewed
002368_7.png,E0EE 2022.01.16,blank_date
002373_0.png,2021.12.27,blank_date
002390_1.png,2021.03.18,reviewed
002397_0.png,2022.01.25,blank_date
002398_0.png,BE:SEP 18 2021,blank_date
002411_2.png,2023 01 12,blank_date
002424_0.png,2022/06/09,blank_date
002425_0.png,2022/06 /09,blank_date
002430_0.png,20210611,blank_date
002432_0.png,N조 20.07.16 A,blank_date
002444_0.png,16:06,blank_date
002452_4.png,유통기한 21.12.22까지F2C2,reviewed
002454_2.png,02.2023,blank_date
002459_2.png,"대두레시틴,천연향료,합성향료대두,우유 함유*유통기한:2021-11-30",blank_date
002460_0.png,2021-11-30,blank_date
002476_0.png,2021.03.13,blank_date
002478_0.png,2023.03.15,blank_date
002491_0.png,08.09.22,reviewed
002491_1.png,06:211023,blank_date
002521_0.png,02/10/2023,blank_date
002537_5.png,22 /09 /2021,blank_date
002539_11.png,2021/08/05,blank_date
002544_0.png,2021.03.21지원실,blank_date
002552_0.png,Best Before: 21.01.22,blank_date
002553_0.png,21.01.22 920g,blank_date
002586_10.png,Exp.Date: 12/22,blank_date
002587_3.png,Exp.Date: 12/22,blank_date
002598_6.png,12/2021 120154 08:38,blank_date
002605_9.png,EXP:17/11/23,blank_date
002613_0.png,04-2023,reviewed
002614_0.png,L30408J04-2023,blank_date
002625_0.png,2021.06,reviewed
002629_0.png,05.2023,blank_date
002630_0.png,05.2023,reviewed
002638_0.png,유통기한-BEST BEFORE,reviewed
002638_1.png,2022.11.01,blank_date
002643_1.png,"32,6 g",reviewed
002643_2.png,"dav. gesattigte Fettsauren/Saturated Fat 20,5 9Mindestens halthar bis Ende: Stehe",blank_date
002643_4.png,11.2022 L1452,blank_date
002645_4.png,EXP IRY D8TE  2021 12.14,blank_date
002646_2.png,EXPIRY DATE 2021 12.14,blank_date
002650_0.png,BBE 01 07 2021,reviewed
002662_0.png,PROD: 2021-01-11,blank_date
002662_1.png,EXP: 2022-01-11,blank_date
002713_0.png,EXPIRE DATE: 22/10/2021 12:15,blank_date
002714_0.png,EXPIRE DATE:22 10/2021 12:15,blank_date
002723_0.png,BEST BEFORE,reviewed
002723_1.png,19/12/20 B12,blank_date
002731_0.png,18/04/2021,reviewed
002736_8.png,28.04.2021,blank_date
002749_0.png,(17)S.K.T. :12.2020,blank_date
002752_0.png,EXP:01.2022,reviewed
002766_2.png,16.03.2021,reviewed
002772_0.png,05.2024,blank_date
002773_1.png,05.2024,blank_date
002775_0.png,BESI-BV 2021-10-03,blank_date
002778_6.png,02.10.21,blank_date
002779_3.png,Best Before (유통기한),reviewed
002779_4.png,02.10.21,blank_date
002783_6.png,22/04/2021,blank_date
002785_3.png,18-04-2021,blank_date
002788_12.png,Best Before: 2021/04/03,blank_date
002789_3.png,Best Before: 2021/04/03,blank_date
002794_0.png,2022/10/05,blank_date
002810_0.png,2023.01.20,blank_date
002812_1.png,유통기한,reviewed
002812_2.png,2023.01.13,blank_date
002816_2.png,00:10A01,blank_date
002816_4.png,2021.01.29,blank_date
002816_5.png,2021.06.28,blank_date
002826_0.png,03 JUL 2021,blank_date
002826_1.png,BI2 05:50,blank_date
002843_0.png,06.2023 L164A,blank_date
002844_0.png,06.2023,blank_date
002902_1.png,포장 2020 07 22,reviewed
002915_0.png,2022.09.15,blank_date
002971_0.png,2022.11.14,blank_date
003005_0.png,05.2023,blank_date
003013_0.png,29.Jan.2024,blank_date
003018_0.png,2023.01.04,blank_date
003027_9.png,BEST BEF0RE:2021/09/28,blank_date
003111_1.png,2021.06.09 까지,reviewed
003114_1.png,PROD.DATE.: 2020.09.25,blank_date
003114_2.png,BEST BEFORE: 2021.09.25,blank_date
003115_1.png,"PROD.DATE.:2020.09,25",blank_date
003115_2.png,-BEST BEF0RE:2021.09.25,blank_date
003147_0.png,2021:04.22,blank_date
003147_1.png,09:51,blank_date
003161_0.png,10 2021 13:42,blank_date
003165_0.png,17까지RT,blank_txt_diff
003190_3.png,BEST BY: AUG 16 2022,blank_date
003197_2.png,LOT ACAEU051120,blank_date
003197_3.png,Exp: EXP NOV 05 2022,reviewed
003199_0.png,12.10.2025,reviewed
003223_0.png,BEST IF USED BY,reviewed
003228_2.png,4/01/2021,blank_date
003241_0.png,EXP.28-01-2022 L0197,blank_date
003241_1.png,PRD.15-07-2020 08:46,blank_date
003243_6.png,티디어프코리0워) 210602 서울시 송파구 중대로 109 대통빌딩,blank_date
003252_1.png,04/2023,blank_date
003253_0.png,D:20 10 2020,blank_date
003257_0.png,2022. 04. 01,blank_date
003259_0.png,02 2022 B1,blank_date
003271_10.png,07.07.2021,blank_date
003271_11.png,15:00,reviewed
003280_7.png,31/07/2023,blank_date
003284_0.png,유통기한 후면 표기일까지,reviewed
003284_1.png,안양2A3구희원231228,blank_date
003284_5.png,2021.09.10까지,blank_date
003303_0.png,식품이력추직등록번호(7719620)+유통기한,blank_date
003303_2.png,·유통기한:,reviewed
003304_2.png,03/2025,blank_date
003309_0.png,AUG292020,blank_date
003309_1.png,10:48,blank_date
003310_0.png,AUG292020,blank_date
003310_1.png,10:48,blank_date
003312_1.png, DATE11.03.2021,blank_date
003318_0.png,EXP202110.20,blank_date
003331_4.png,EXP 2021.11.03,blank_date
003332_0.png,BEST BY APR/29/21 10:00FL6D,blank_date
3352_0.png,25.12.10.22시,reviewed
