image_id,year,month,day,final_date,stage
001103,NONE,NONE,NONE,NONE,fail
001120,NONE,NONE,NONE,NONE,fail
001134,NONE,NONE,NONE,NONE,fail
001136,NONE,NONE,NONE,NONE,fail
001166,NONE,NONE,NONE,NONE,fail
001167,NONE,NONE,NONE,NONE,fail
001172,NONE,NONE,NONE,NONE,fail
001173,NONE,NONE,NONE,NONE,fail
001177,NONE,NONE,NONE,NONE,fail
001178,NONE,NONE,NONE,NONE,fail
001195,NONE,NONE,NONE,NONE,fail
001198,NONE,NONE,NONE,NONE,fail
001205,NONE,NONE,NONE,NONE,fail
001206,NONE,NONE,NONE,NONE,fail
001214,NONE,NONE,NONE,NONE,fail
001223,NONE,NONE,NONE,NONE,fail
001236,NONE,NONE,NONE,NONE,fail
001237,NONE,NONE,NONE,NONE,fail
001238,NONE,NONE,NONE,NONE,fail
001261,NONE,NONE,NONE,NONE,fail
001262,NONE,07,06,NONE-07-06,fail
001269,NONE,NONE,NONE,NONE,fail
001270,NONE,NONE,NONE,NONE,fail
001318,NONE,NONE,NONE,NONE,fail
001325,NONE,NONE,NONE,NONE,fail
001358,NONE,NONE,NONE,NONE,fail
001359,NONE,NONE,NONE,NONE,fail
001364,NONE,NONE,NONE,NONE,fail
001368,NONE,NONE,NONE,NONE,fail
001374,NONE,NONE,NONE,NONE,fail
001375,NONE,NONE,NONE,NONE,fail
001384,NONE,NONE,NONE,NONE,fail
001385,NONE,NONE,NONE,NONE,fail
001400,NONE,NONE,NONE,NONE,fail
001401,NONE,NONE,NONE,NONE,fail
001403,NONE,NONE,NONE,NONE,fail
001477,NONE,NONE,NONE,NONE,fail
001481,NONE,NONE,NONE,NONE,fail
001482,NONE,NONE,NONE,NONE,fail
001493,NONE,NONE,NONE,NONE,fail
001494,NONE,NONE,NONE,NONE,fail
001508,NONE,NONE,NONE,NONE,fail
001509,NONE,NONE,NONE,NONE,fail
001521,NONE,NONE,NONE,NONE,fail
001550,NONE,NONE,NONE,NONE,fail
001552,NONE,NONE,NONE,NONE,fail
001553,NONE,NONE,NONE,NONE,fail
001562,NONE,NONE,NONE,NONE,fail
001563,NONE,NONE,NONE,NONE,fail
001564,NONE,NONE,NONE,NONE,fail
001567,NONE,NONE,NONE,NONE,fail
001580,NONE,NONE,NONE,NONE,fail
001640,NONE,NONE,NONE,NONE,fail
001646,NONE,NONE,NONE,NONE,fail
001688,NONE,NONE,NONE,NONE,fail
001689,NONE,NONE,NONE,NONE,fail
001713,NONE,NONE,NONE,NONE,fail
001714,NONE,NONE,NONE,NONE,fail
001748,NONE,NONE,NONE,NONE,fail
001749,NONE,NONE,NONE,NONE,fail
001765,NONE,01,07,NONE-01-07,fail
001766,NONE,NONE,NONE,NONE,fail
001787,NONE,NONE,NONE,NONE,fail
001788,NONE,NONE,NONE,NONE,fail
001797,NONE,NONE,NONE,NONE,fail
001833,NONE,NONE,NONE,NONE,fail
001842,NONE,NONE,NONE,NONE,fail
001843,NONE,NONE,NONE,NONE,fail
001848,NONE,NONE,NONE,NONE,fail
001851,NONE,NONE,NONE,NONE,fail
001853,NONE,01,08,NONE-01-08,fail
001855,NONE,NONE,NONE,NONE,fail
001856,NONE,NONE,NONE,NONE,fail
001857,NONE,NONE,NONE,NONE,fail
001860,NONE,NONE,NONE,NONE,fail
001868,NONE,NONE,NONE,NONE,fail
001881,NONE,NONE,NONE,NONE,fail
001882,NONE,NONE,NONE,NONE,fail
001899,NONE,07,30,NONE-07-30,fail
001900,NONE,NONE,NONE,NONE,fail
001911,NONE,NONE,NONE,NONE,fail
001912,NONE,NONE,NONE,NONE,fail
001925,NONE,NONE,NONE,NONE,fail
001940,NONE,NONE,NONE,NONE,fail
001945,NONE,NONE,NONE,NONE,fail
001946,NONE,NONE,NONE,NONE,fail
001974,NONE,NONE,NONE,NONE,fail
001976,NONE,NONE,NONE,NONE,fail
001988,NONE,NONE,NONE,NONE,fail
002011,NONE,NONE,NONE,NONE,fail
002012,NONE,NONE,NONE,NONE,fail
002016,NONE,NONE,NONE,NONE,fail
002031,NONE,NONE,NONE,NONE,fail
002052,NONE,NONE,NONE,NONE,fail
002054,NONE,NONE,NONE,NONE,fail
002055,NONE,NONE,NONE,NONE,fail
002060,NONE,NONE,NONE,NONE,fail
002061,NONE,NONE,NONE,NONE,fail
002111,NONE,NONE,NONE,NONE,fail
002112,NONE,NONE,NONE,NONE,fail
002125,NONE,NONE,NONE,NONE,fail
002126,NONE,NONE,NONE,NONE,fail
002170,NONE,NONE,NONE,NONE,fail
002173,NONE,NONE,NONE,NONE,fail
002190,NONE,NONE,NONE,NONE,fail
002208,NONE,NONE,NONE,NONE,fail
002226,NONE,NONE,NONE,NONE,fail
002227,NONE,NONE,NONE,NONE,fail
002228,NONE,NONE,NONE,NONE,fail
002233,NONE,NONE,NONE,NONE,fail
002240,NONE,NONE,NONE,NONE,fail
002241,NONE,NONE,NONE,NONE,fail
002244,NONE,NONE,NONE,NONE,fail
002250,NONE,NONE,NONE,NONE,fail
002265,NONE,NONE,NONE,NONE,fail
002266,NONE,NONE,NONE,NONE,fail
002277,NONE,NONE,NONE,NONE,fail
002278,NONE,NONE,NONE,NONE,fail
002281,NONE,NONE,NONE,NONE,fail
002282,NONE,NONE,NONE,NONE,fail
002309,NONE,NONE,NONE,NONE,fail
002310,NONE,NONE,NONE,NONE,fail
002322,NONE,NONE,NONE,NONE,fail
002323,NONE,NONE,NONE,NONE,fail
002345,NONE,NONE,NONE,NONE,fail
002346,NONE,NONE,NONE,NONE,fail
002373,NONE,NONE,NONE,NONE,fail
002390,NONE,NONE,NONE,NONE,fail
002393,NONE,NONE,NONE,NONE,fail
002394,NONE,NONE,NONE,NONE,fail
002398,NONE,NONE,NONE,NONE,fail
002402,NONE,NONE,NONE,NONE,fail
002403,NONE,NONE,NONE,NONE,fail
002404,NONE,NONE,NONE,NONE,fail
002410,NONE,NONE,NONE,NONE,fail
002444,NONE,NONE,NONE,NONE,fail
002450,NONE,NONE,NONE,NONE,fail
002454,NONE,NONE,NONE,NONE,fail
002455,NONE,NONE,NONE,NONE,fail
002458,NONE,NONE,NONE,NONE,fail
002479,NONE,NONE,NONE,NONE,fail
002480,NONE,NONE,NONE,NONE,fail
002492,NONE,NONE,NONE,NONE,fail
002588,NONE,NONE,NONE,NONE,fail
002613,NONE,NONE,NONE,NONE,fail
002614,NONE,NONE,NONE,NONE,fail
002629,NONE,NONE,NONE,NONE,fail
002630,NONE,NONE,NONE,NONE,fail
002644,NONE,NONE,NONE,NONE,fail
002707,NONE,NONE,NONE,NONE,fail
002708,NONE,NONE,NONE,NONE,fail
002717,NONE,NONE,NONE,NONE,fail
002724,NONE,NONE,NONE,NONE,fail
002731,NONE,NONE,NONE,NONE,fail
002749,NONE,NONE,NONE,NONE,fail
002753,NONE,NONE,NONE,NONE,fail
002772,NONE,NONE,NONE,NONE,fail
002773,NONE,NONE,NONE,NONE,fail
002805,NONE,NONE,NONE,NONE,fail
002806,NONE,NONE,NONE,NONE,fail
002814,NONE,NONE,NONE,NONE,fail
002816,NONE,NONE,NONE,NONE,fail
002826,NONE,NONE,NONE,NONE,fail
002827,NONE,NONE,NONE,NONE,fail
002843,NONE,NONE,NONE,NONE,fail
002844,NONE,NONE,NONE,NONE,fail
002865,NONE,NONE,NONE,NONE,fail
002867,NONE,NONE,NONE,NONE,fail
002904,NONE,NONE,NONE,NONE,fail
002927,NONE,NONE,NONE,NONE,fail
002928,NONE,NONE,NONE,NONE,fail
002980,NONE,NONE,NONE,NONE,fail
002981,NONE,NONE,NONE,NONE,fail
003004,NONE,NONE,NONE,NONE,fail
003005,NONE,NONE,NONE,NONE,fail
003014,NONE,NONE,NONE,NONE,fail
003016,NONE,NONE,NONE,NONE,fail
003123,NONE,NONE,NONE,NONE,fail
003161,NONE,NONE,NONE,NONE,fail
003166,NONE,NONE,NONE,NONE,fail
003196,NONE,NONE,NONE,NONE,fail
003197,NONE,NONE,NONE,NONE,fail
003213,NONE,NONE,NONE,NONE,fail
003214,NONE,NONE,NONE,NONE,fail
003222,NONE,NONE,NONE,NONE,fail
003223,NONE,NONE,NONE,NONE,fail
003259,NONE,NONE,NONE,NONE,fail
003276,NONE,NONE,NONE,NONE,fail
003277,NONE,NONE,NONE,NONE,fail
003303,NONE,NONE,NONE,NONE,fail
003309,NONE,NONE,NONE,NONE,fail
003310,NONE,NONE,NONE,NONE,fail
003317,NONE,NONE,NONE,NONE,fail
003318,NONE,NONE,NONE,NONE,fail
003324,NONE,NONE,NONE,NONE,fail
003326,NONE,NONE,NONE,NONE,fail
003327,NONE,NONE,NONE,NONE,fail
003338,NONE,NONE,NONE,NONE,fail
003340,NONE,NONE,NONE,NONE,fail
003341,NONE,NONE,NONE,NONE,fail
3349,NONE,NONE,NONE,NONE,fail
3350,NONE,NONE,NONE,NONE,fail
3351,NONE,NONE,NONE,NONE,fail
3352,NONE,NONE,NONE,NONE,fail
